"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
calca-legging-jeans-demillus-000115;"Calça Legging Jeans DeMillus (000115)";"Leggings e Bodies, Plus Size";Tamanho;PE;Cor;"preto 27";;;92.99;;0.25;5.00;23.00;30.00;;000115;;NÃO;NÃO;;"jeans, legging, legging demillus, legging jeans, legging jeans com bolso, legging jeans preta com bolso, legging preta";"Calça Legging Jeans DeMillus";"Calça Legging  Jeans DeMillus, tecido superelástico e aderente, de algodão poliester e elastano. Fechamento frontal de botão, sem zíper. Bolso falso na frente e funcional nas costas. Compre DeMillus na Queromania.shop";DeMillus;SIM;000115;Feminino;Adulto;
calca-legging-jeans-demillus-000115;;;Tamanho;ME;Cor;"preto 27";;;92.99;;0.25;5.00;23.00;30.00;;000115;;;;;;;;;;;Feminino;Adulto;
calca-legging-jeans-demillus-000115;;;Tamanho;GR;Cor;"preto 27";;;92.99;;0.25;5.00;23.00;30.00;;000115;;;;;;;;;;;Feminino;Adulto;
calca-legging-jeans-demillus-000115;;;Tamanho;EG;Cor;"preto 27";;;92.99;;0.25;5.00;23.00;30.00;;000115;;;;;;;;;;;Feminino;Adulto;
calca-legging-jeans-demillus-000115;;;Tamanho;XG;Cor;"preto 27";;;92.99;;0.25;5.00;23.00;30.00;;000115;;;;;;;;;;;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;"Sutiã Com Bojo Aubade DeMillus (063498)";"Sutiãs, Plus Size";Tamanho;40;Cor;"branco 20";;;55.99;;0.15;4.00;17.00;18.00;;063498;;SIM;NÃO;;"aubade, com bojo, lingerie, plus size, sem aro, sutia, sutia aubade, sutia com bojo, sutia com bojo demillus, sutia rendado, sutia sem aro, sutias";"Sutiã Com Bojo Aubade DeMillus";"Sutiã Com Bojo Aubade DeMillus,com taças em espuma moldada. Sem aro. Costas em renda. Tira de poliuretano transparente aplicada sob a renda, no decote frente e costas, para melhor fixação. Microfibra elástica plus.";DeMillus;SIM;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;40;Cor;"preto 27";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;40;Cor;"bege-rosado 55";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;42;Cor;"branco 20";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;42;Cor;"preto 27";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;42;Cor;"bege-rosado 55";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;44;Cor;"branco 20";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;44;Cor;"preto 27";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;44;Cor;"bege-rosado 55";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;46;Cor;"branco 20";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;46;Cor;"preto 27";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;46;Cor;"bege-rosado 55";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;48;Cor;"branco 20";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;48;Cor;"preto 27";;;55.99;;0.15;4.00;17.00;18.00;;;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;48;Cor;"bege-rosado 55";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;50;Cor;"branco 20";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;50;Cor;"preto 27";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-com-bojo-aubade-demillus-063498;;;Tamanho;50;Cor;"bege-rosado 55";;;55.99;;0.15;4.00;17.00;18.00;;063498;;;;;;;;;;063498;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;"Sutiã Reforçado Olimpo Anizete DeMillus (061741)";"Sutiãs, Plus Size";Tamanho;44;Cor;"preto 27";;;45.99;;0.13;3.00;13.00;14.00;;061741;;SIM;NÃO;;"anizete, lingerie, lingerie demillus, lingerie plus size, lingerie tamanho grande, olimpo, plus size, sem bojo, sutia, sutia estampa orquideas, sutia para pratica esportiva, sutia plus size, sutia plus size demillus, sutia plus size efeito redutor, sutia plus size sem aro, sutia plus size sem bojo, sutia reforcado, sutia sustentacao, sutia tamanho 52, sutia tamanho 54, sutia tamanho grande, sutias";"Sutiã Reforçado Olimpo Anizete DeMillus";"Sutiã Reforçado OLimpo Anizete DeMillus, ideal para prática esportiva. Taças duplas e estampa de orquídeas. Veste tamanho grande. Sem espuma e sem aro. Compre sutiã plus size na Queromania.shop";DeMillus;SIM;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;44;Cor;"vinho-barolo 50";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;44;Cor;"bege-rosado 55";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;46;Cor;"preto 27";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;46;Cor;"vinho-barolo 50";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;46;Cor;"bege-rosado 55";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;48;Cor;"preto 27";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;48;Cor;"vinho-barolo 50";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;48;Cor;"bege-rosado 55";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;50;Cor;"preto 27";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;50;Cor;"vinho-barolo 50";;;45.99;;0.13;3.00;13.00;14.00;;;;;;;;;;;;;;;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;50;Cor;"bege-rosado 55";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;52;Cor;"preto 27";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;52;Cor;"vinho-barolo 50";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;52;Cor;"bege-rosado 55";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;54;Cor;"preto 27";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;54;Cor;"vinho-barolo 50";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
sutia-reforcado-olimpo-anizete-demillus-061741;;;Tamanho;54;Cor;"bege-rosado 55";;;45.99;;0.13;3.00;13.00;14.00;;061741;;;;;;;;;;061741;Feminino;Adulto;
calcinha-cavada-olimpo-demillus-026639;"Calcinha Cavada Olimpo DeMillus (026639)";"Calcinhas, Plus Size";Tamanho;PE;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026639;;SIM;NÃO;;"calca, calcinha basica cintura alta, calcinha basica demillus, calcinha cavada, calcinha cintura alta, calcinha demillus, calcinha estampada, calcinha plus size, calcinha plus size demillus, calcinha plus size preta, calcinha plus size vinho, calcinha tamanho grande, calcinhas, cavada, lingerie, lingerie demillus, lingerie plus size, lingerie tamanho grande, olimpo";"Calcinha Cavada Olimpo DeMillus";"Calcinha Cavada Olimpo DeMillus, cintura alta e cós em elastano duplo. Firma a barriguinha. Confeccionada em elastano com estampa de orquídeas tom sobre tom. Compre DeMillus na Queromania.shop";DeMillus;SIM;026639;Feminino;Adulto;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;PE;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;PE;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;ME;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026639;;;;;;;;;;026639;Feminino;Adulto;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;ME;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;ME;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;GR;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026639;;;;;;;;;;026639;Feminino;Adulto;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;GR;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;GR;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;EG;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026639;;;;;;;;;;026639;Feminino;Adulto;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;EG;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;EG;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;XG;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026639;;;;;;;;;;026639;Feminino;Adulto;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;XG;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-cavada-olimpo-demillus-026639;;;Tamanho;XG;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;026639;;;
calcinha-biquini-vertigem-demillus-053188;"Calcinha Biquíni Vertigem DeMillus (053188)";Calcinhas;Tamanho;PE;Cor;"carmim 06";;;25.99;;0.15;3.00;12.00;16.00;;053188;;SIM;NÃO;;"biquini, calcinha biquini, calcinha biquini renda, calcinha biquini ternesse, calcinha demillus, calcinha em microfibra e detalhe em renda, calcinha sensual, calcinha ternesse, calcinhas, ternesse";"Calcinha Biquíni Vertigem DeMillus";"Calcinha Biquíni DeMillus Vertigem, cintura em renda elástica, leve e macia. Ideal para o dia a dia. Tam.: PE ME GR EG. Encomende calcinhas DeMillus na Queromania.shop loja online.Entregamos em todo o Brasil.";DeMillus;SIM;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;PE;Cor;"marinho 15";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;PE;Cor;"branco 20";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;PE;Cor;"preto 27";;;25.99;;0.15;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;PE;Cor;"bege-rosado 55";;;25.99;;0.15;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;ME;Cor;"carmim 06";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;ME;Cor;"marinho 15";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;ME;Cor;"branco 20";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;ME;Cor;"preto 27";;;25.99;;0.15;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;ME;Cor;"bege-rosado 55";;;25.99;;0.15;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;GR;Cor;"carmim 06";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;GR;Cor;"marinho 15";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;GR;Cor;"branco 20";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;GR;Cor;"preto 27";;;25.99;;0.15;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;GR;Cor;"bege-rosado 55";;;25.99;;0.15;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;EG;Cor;"carmim 06";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;EG;Cor;"marinho 15";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;EG;Cor;"branco 20";;;25.99;;0.15;3.00;12.00;16.00;;053188;;;;;;;;;;053188;Feminino;Adulto;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;EG;Cor;"preto 27";;;25.99;;0.15;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-biquini-vertigem-demillus-053188;;;Tamanho;EG;Cor;"bege-rosado 55";;;25.99;;0.15;3.00;12.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;"Sutiã Com Bojo Nova Gemma DeMillus (067249)";"Sutiãs, Plus Size";Tamanho;42;Cor;"carmim 06";;;62.99;;0.15;13.00;13.00;16.00;;067249;;SIM;NÃO;;"com bojo, gemma, plus size, sutia, sutia demillus, sutia renda branca, sutia renda preta, sutia renda rosa, sutia renda vermelha, sutia rendado, sutias";"Sutiã Com Bojo Nova Gemma DeMillus";"Sutiã Com Bojo Nova Gemma DeMillus, confeccionado em elastano e delicada renda elástica. Taças em espuma moldada e renda drapeada. Suporte Ultraflex. Tam. 42 a 50. Compre DeMillus online na Queromania.shop";DeMillus;SIM;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;42;Cor;"branco 20";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;42;Cor;"bronze 25";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;42;Cor;"preto 27";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;44;Cor;"carmim 06";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;44;Cor;"branco 20";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;44;Cor;"bronze 25";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;44;Cor;"preto 27";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;46;Cor;"carmim 06";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;46;Cor;"branco 20";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;46;Cor;"bronze 25";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;46;Cor;"preto 27";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;48;Cor;"carmim 06";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;48;Cor;"branco 20";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;48;Cor;"bronze 25";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;48;Cor;"preto 27";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;50;Cor;"carmim 06";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;50;Cor;"branco 20";;;62.99;;0.15;13.00;13.00;16.00;;067249;;;;;;;;;;067249;Feminino;Adulto;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;50;Cor;"bronze 25";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
sutia-com-bojo-nova-gemma-demillus-067249;;;Tamanho;50;Cor;"preto 27";;;62.99;;0.15;13.00;13.00;16.00;;;;;;;;;;;;;;;
calcinha-cintura-alta-bourbon-demillus-026406;"Calcinha Cintura Alta Bourbon DeMillus (026406)";"Calcinhas, Plus Size";Tamanho;PE;Cor;"branco 20";;;29.99;;0.07;3.00;12.00;16.00;;026406;;SIM;NÃO;;"bourbon, calca, calcinha, calcinha basica, calcinha basica cintura alta, calcinha basica demillus, calcinha cintura alta, calcinha classica, calcinha cotele, calcinha demillus, calcinha nude, calcinha plus size, calcinha plus size preta, calcinha tecido cotele, calcinhas, lingerie, lingerie demillus, lingerie plus size, lingerie tamanho grande, nova";"Calcinha Cintura Alta Bourbon DeMillus";"Calcinha Cintura Alta Bourbon DeMillus, com acabamento em bainha larga, cintura e pernas sem elástico proporcionando muito conforto. Confeccionada em elastano com efeito cotelê. Clássica e confortável para o dia a dia. Compre na Queromania.shop";DeMillus;SIM;026406;Feminino;Adulto;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;PE;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;PE;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;PE;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;ME;Cor;"branco 20";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;Feminino;Adulto;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;ME;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;ME;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;ME;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;GR;Cor;"branco 20";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;Feminino;Adulto;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;GR;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;GR;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;GR;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;EG;Cor;"branco 20";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;Feminino;Adulto;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;EG;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;EG;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;EG;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;XG;Cor;"branco 20";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;Feminino;Adulto;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;XG;Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;XG;Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-cintura-alta-bourbon-demillus-026406;;;Tamanho;XG;Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;026406;;;;;;;;;;026406;;;
calcinha-fio-dental-xamego-demillus-016198;"Calcinha Fio-dental Xamego DeMillus (016198)";Calcinhas;Tamanho;"A ( PP-ME )";Cor;"carmim 06";;;24.99;;0.07;2.00;12.00;13.00;;016198;;SIM;NÃO;;"calcinha fio-dental, calcinha fio-dental demillus, calcinha fio-dental rendada, calcinha fio-dental xamego, calcinhas, dental, fio, fio-dental, fio-dental rendado, xamego";"Calcinha Fio-dental Xamego DeMillus";"Calcinha Fio-dental Xamego DeMillus, em renda leve e confortável, várias cores. Compre lingerie na loja Queromania.shop";DeMillus;SIM;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"A ( PP-ME )";Cor;"branco 20";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"A ( PP-ME )";Cor;"verde-esmeralda 23";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"A ( PP-ME )";Cor;"preto 27";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"A ( PP-ME )";Cor;"verde-água 67";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"A ( PP-ME )";Cor;"amora 79";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"A ( PP-ME )";Cor;"orquídea 88";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"A ( PP-ME )";Cor;"marinho 15";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"B ( GR-EG )";Cor;"carmim 06";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
calcinha-fio-dental-xamego-demillus-016198;;;Tamanho;"B ( GR-EG )";Cor;"branco 20";;;24.99;;0.07;2.00;12.00;13.00;;016198;;;;;;;;;;016198;Feminino;Adulto;
